paper_id	design_category	publication_year	xml_doi	title	release_observation_rows	safety_rows	safety_short_canonical_sequences	activity_rows	paired_activity_safety_paper_sequence_keys	censored_or_inequality_safety_rows	open_rework_ticket_count
doi__10.3390_antibiotics10080956	explicit_rational_or_de_novo_design	2021	10.3390/antibiotics10080956	Design, Synthesis and Antifungal Activity of Stapled Aurein1.2 Peptides	110	0	0	110	0	0	0
doi__10.3390_antibiotics10101208	analogue_or_optimization_candidate	2021	10.3390/antibiotics10101208	Antimicrobial Activity and Toxicity of Analogs of Wasp Venom EMP Peptides. Potential Influence of Oxidized Methionine	61	2	0	59	0	0	0
doi__10.3390_antibiotics10121529	explicit_rational_or_de_novo_design	2021	10.3390/antibiotics10121529	Exploration of the Structure-Function Relationships of a Novel Frog Skin Secretion-Derived Bioactive Peptide, t-DPH1, through Use of Rational Design, Cationicity Enhancement and In Vitro Studies	165	5	0	150	0	0	0
doi__10.3390_antibiotics11030411	generative_or_ml_design	2022	10.3390/antibiotics11030411	Novel Antimicrobial Peptides Designed Using a Recurrent Neural Network Reduce Mortality in Experimental Sepsis	108	4	4	100	2	0	0
doi__10.3390_antibiotics11081048	analogue_or_optimization_candidate	2022	10.3390/antibiotics11081048	Targeted Modification and Structure-Activity Study of GL-29, an Analogue of the Antimicrobial Peptide Palustrin-2ISb	185	14	0	162	0	0	0
doi__10.3390_antibiotics11081080	analogue_or_optimization_candidate	2022	10.3390/antibiotics11081080	C-Locked Analogs of the Antimicrobial Peptide BP214	58	0	0	58	0	0	0
doi__10.3390_antibiotics11081085	explicit_rational_or_de_novo_design	2022	10.3390/antibiotics11081085	Design and Evaluation of Short Bovine Lactoferrin-Derived Antimicrobial Peptides against Multidrug-Resistant Enterococcus faecium	142	1	0	123	0	1	0
doi__10.3390_antibiotics11111619	explicit_rational_or_de_novo_design	2022	10.3390/antibiotics11111619	Design of Antimicrobial Peptides with Cell-Selective Activity and Membrane-Acting Mechanism against Drug-Resistant Bacteria	110	0	0	110	0	0	0
doi__10.3390_antibiotics12010019	analogue_or_optimization_candidate	2022	10.3390/antibiotics12010019	Structure-Activity Relationship Studies of Substitutions of Cationic Amino Acid Residues on Antimicrobial Peptides	30	6	0	24	0	2	0
doi__10.3390_antibiotics12030551	explicit_rational_or_de_novo_design	2023	10.3390/antibiotics12030551	Comparative Evaluation of Existing and Rationally Designed Novel Antimicrobial Peptides for Treatment of Skin and Soft Tissue Infections	160	10	0	66	0	1	0
doi__10.3390_antibiotics13010005	explicit_rational_or_de_novo_design	2023	10.3390/antibiotics13010005	Progressive Design of a Ranatuerin-2 Peptide from Amolops wuyiensis: Enhancement of Bioactivity and In Vivo Efficacy	197	7	0	186	0	0	0
doi__10.3390_antibiotics13010074	analogue_or_optimization_candidate	2024	10.3390/antibiotics13010074	Structures, Interactions and Activity of the N-Terminal Truncated Variants of Antimicrobial Peptide Thanatin	36	0	0	36	0	0	0
doi__10.3390_antibiotics13070615	analogue_or_optimization_candidate	2024	10.3390/antibiotics13070615	The Antimicrobial Peptide Capitellacin: Chemical Synthesis of Analogues to Probe the Role of Disulphide Bridges and Their Replacement with Vinyl Sulphides	29	0	0	29	0	0	0
doi__10.3390_antibiotics13080758	analogue_or_optimization_candidate	2024	10.3390/antibiotics13080758	Synthesis of Second-Generation Analogs of Temporin-SHa Peptide Having Broad-Spectrum Antibacterial and Anticancer Effects	124	5	0	102	0	5	0
doi__10.3390_antibiotics6030013	analogue_or_optimization_candidate	2017	10.3390/antibiotics6030013	Antibacterial Activity and Toxicity of Analogs of Scorpion Venom IsCT Peptides	45	0	0	45	0	0	0
doi__10.3390_antibiotics8010020	analogue_or_optimization_candidate	2019	10.3390/antibiotics8010020	Characterization and Antimicrobial Activity of Amphiphilic Peptide AP3 and Derivative Sequences	25	5	5	20	5	1	0
doi__10.3390_antibiotics9010023	explicit_rational_or_de_novo_design	2020	10.3390/antibiotics9010023	Designed Antimicrobial Peptides for Topical Treatment of Antibiotic Resistant Acne Vulgaris	119	0	0	91	0	0	0
doi__10.3390_antibiotics9050243	explicit_rational_or_de_novo_design	2020	10.3390/antibiotics9050243	Identification and Rational Design of a Novel Antibacterial Peptide Dermaseptin-AC from the Skin Secretion of the Red-Eyed Tree Frog Agalychnis callidryas	51	3	0	48	0	0	0
doi__10.3390_antibiotics9070366	analogue_or_optimization_candidate	2020	10.3390/antibiotics9070366	Analogues of a Cyclic Antimicrobial Peptide with a Flexible Linker Show Promising Activity against Pseudomonas aeruginosa and Staphylococcus aureus	95	19	0	76	0	4	0
doi__10.3390_antibiotics9080454	analogue_or_optimization_candidate	2020	10.3390/antibiotics9080454	Antifungal Effect of A Chimeric Peptide Hn-Mc against Pathogenic Fungal Strains	33	0	0	33	0	0	0
doi__10.3390_biology11091263	analogue_or_optimization_candidate	2022	10.3390/biology11091263	Evaluation of the Antimicrobial Properties of a Natural Peptide from Vespa mandarinia Venom and Its Synthetic Analogues as a Possible Route to Defeat Drug-Resistant Microbes	147	5	0	142	0	0	0
doi__10.3390_biom8020019	analogue_or_optimization_candidate	2018	10.3390/biom8020019	Improving the Activity of Trp-Rich Antimicrobial Peptides by Arg/Lys Substitutions and Changing the Length of Cationic Residues	20	0	0	20	0	0	0
doi__10.3390_biom8040122	analogue_or_optimization_candidate	2018	10.3390/biom8040122	Synergistic Effect of Combinations Containing EDTA and the Antimicrobial Peptide AA230, an Arenicin-3 Derivative, on Gram-Negative Bacteria	57	0	0	57	0	0	0
doi__10.3390_ijms17070983	analogue_or_optimization_candidate	2016	10.3390/ijms17070983	Novel Hybrid Peptide Cecropin A (1-8)-LL37 (17-30) with Potential Antibacterial Activity	61	3	0	28	0	0	0
doi__10.3390_ijms19010067	analogue_or_optimization_candidate	2017	10.3390/ijms19010067	Enantiomeric Effect of d-Amino Acid Substitution on the Mechanism of Action of α-Helical Membrane-Active Peptides	81	9	0	72	0	2	0
doi__10.3390_ijms20030623	analogue_or_optimization_candidate	2019	10.3390/ijms20030623	Potent and Broad-Spectrum Antimicrobial Activity of Analogs from the Scorpion Peptide Stigmurin	46	5	0	36	0	0	0
doi__10.3390_ijms20174184	analogue_or_optimization_candidate	2019	10.3390/ijms20174184	Characterization of Tachyplesin Peptides and Their Cyclized Analogues to Improve Antimicrobial and Anticancer Properties	78	12	0	24	0	1	0
doi__10.3390_ijms21030887	analogue_or_optimization_candidate	2020	10.3390/ijms21030887	Lipidated Analogs of the LL-37-Derived Peptide Fragment KR12—Structural Analysis, Surface-Active Properties and Antimicrobial Activity	170	10	0	150	0	4	0
doi__10.3390_ijms21165632	analogue_or_optimization_candidate	2020	10.3390/ijms21165632	All d-Lysine Analogues of the Antimicrobial Peptide HPA3NT3-A2 Increased Serum Stability and without Drug Resistance	128	6	0	122	0	0	0
doi__10.3390_ijms21186952	explicit_rational_or_de_novo_design	2020	10.3390/ijms21186952	A Safe and Multitasking Antimicrobial Decapeptide: The Road from De Novo Design to Structural and Functional Characterization	29	3	0	13	0	0	0
doi__10.3390_ijms21228624	explicit_rational_or_de_novo_design	2020	10.3390/ijms21228624	Effects of Rationally Designed Physico-Chemical Variants of the Peptide PuroA on Biocidal Activity towards Bacterial and Mammalian Cells	238	14	0	162	0	0	0
doi__10.3390_ijms21249637	analogue_or_optimization_candidate	2020	10.3390/ijms21249637	Dual Antibacterial Activities and Biofilm Eradication of a Marine Peptide-N6NH2 and Its Analogs against Multidrug-Resistant Aeromonas veronii	388	2	0	280	0	0	0
doi__10.3390_ijms22094509	analogue_or_optimization_candidate	2021	10.3390/ijms22094509	Aggregation and Its Influence on the Bioactivities of a Novel Antimicrobial Peptide, Temporin-PF, and Its Analogues	68	4	0	64	0	0	0
doi__10.3390_ijms22115540	analogue_or_optimization_candidate	2021	10.3390/ijms22115540	Comparative Antimicrobial Activity of Hp404 Peptide and Its Analogs against Acinetobacter baumannii	184	16	0	125	0	0	0
doi__10.3390_ijms22157959	analogue_or_optimization_candidate	2021	10.3390/ijms22157959	Effects of Lipidation on a Proline-Rich Antibacterial Peptide	128	7	0	121	0	2	0
doi__10.3390_ijms22179427	analogue_or_optimization_candidate	2021	10.3390/ijms22179427	Peptide Derivatives of the Zonulin Inhibitor Larazotide (AT1001) as Potential Anti SARS-CoV-2: Molecular Modelling, Synthesis and Bioactivity Evaluation	98	23	0	0	0	14	0
doi__10.3390_ijms222111681	analogue_or_optimization_candidate	2021	10.3390/ijms222111681	Novel Hybrid Peptide Cathelicidin 2 (1-13)-Thymopentin (TP5) and Its Derived Peptides with Effective Antibacterial, Antibiofilm, and Anti-Adhesion Activities	75	0	0	72	0	0	0
doi__10.3390_ijms23042060	analogue_or_optimization_candidate	2022	10.3390/ijms23042060	Broad-Spectrum Antiviral Activity of the Amphibian Antimicrobial Peptide Temporin L and Its Analogs	467	67	0	0	0	24	0
doi__10.3390_ijms232213844	analogue_or_optimization_candidate	2022	10.3390/ijms232213844	Synthesis and Antimicrobial Activity of Short Analogues of the Marine Antimicrobial Peptide Turgencin A: Effects of SAR Optimizations, Cys-Cys Cyclization and Lipopeptide Modifications	297	0	0	273	0	0	0
doi__10.3390_ijms232415594	explicit_rational_or_de_novo_design	2022	10.3390/ijms232415594	De Novo Design of AC-P19M, a Novel Anticancer Peptide with Apoptotic Effects on Lung Cancer Cells and Anti-Angiogenic Activity	23	3	2	16	2	3	0
doi__10.3390_ijms24043951	analogue_or_optimization_candidate	2023	10.3390/ijms24043951	Lipidation of Naturally Occurring α-Helical Antimicrobial Peptides as a Promising Strategy for Drug Design	177	0	0	172	0	0	0
doi__10.3390_ijms241814268	explicit_rational_or_de_novo_design	2023	10.3390/ijms241814268	Rational Design of Novel Peptidomimetics against Influenza A Virus: Biological and Computational Studies	18	6	0	0	0	6	0
doi__10.3390_ijms241914472	analogue_or_optimization_candidate	2023	10.3390/ijms241914472	A Designed Analog of an Antimicrobial Peptide, Crabrolin, Exhibits Enhanced Anti-Proliferative and In Vivo Antimicrobial Activity	227	19	0	199	0	0	0
doi__10.3390_ijms252413688	explicit_rational_or_de_novo_design	2024	10.3390/ijms252413688	Multi-Objective Optimization Accelerates the De Novo Design of Antimicrobial Peptide for Staphylococcus aureus	36	0	0	36	0	0	0
doi__10.3390_ijms26010051	analogue_or_optimization_candidate	2024	10.3390/ijms26010051	Single Disulfide Bond in Host Defense Thanatin Analog Peptides: Antimicrobial Activity, Atomic-Resolution Structures and Target Interactions	10	0	0	10	0	0	0
doi__10.3390_jof6030184	explicit_rational_or_de_novo_design	2020	10.3390/jof6030184	Designed Antimicrobial Peptides Against Trauma-Related Cutaneous Invasive Fungal Wound Infections	237	5	0	232	0	0	0
doi__10.3390_jof7020129	analogue_or_optimization_candidate	2021	10.3390/jof7020129	In Vitro and In Vivo Anti-Candida Activity and Structural Analysis of Killer Peptide (KP)-Derivatives	60	32	8	8	8	7	0
doi__10.3390_jof7060457	analogue_or_optimization_candidate	2021	10.3390/jof7060457	New Perspectives in the Antimicrobial Activity of the Amphibian Temporin B: Peptide Analogs Are Effective Inhibitors of Candida albicans Growth	88	2	0	0	0	0	0
doi__10.3390_life15101568	explicit_rational_or_de_novo_design	2025	10.3390/life15101568	Design, Structural Stability, Membrane Binding, and Antibacterial Activity of Novel Antimicrobial Peptides Derived from Wuchuanin-A1	10	0	0	10	0	0	0
doi__10.3390_md13031432	analogue_or_optimization_candidate	2015	10.3390/md13031432	A New Cyclic Hexapeptide and a New Isocoumarin Derivative from the Marine Sponge-Associated Fungus Aspergillus similanensis KUFA 0013	9	0	0	6	0	0	0
doi__10.3390_md14070136	analogue_or_optimization_candidate	2016	10.3390/md14070136	New Cyclotetrapeptides and a New Diketopiperzine Derivative from the Marine Sponge-Associated Fungus Neosartorya glabra KUFA 0702	40	0	0	40	0	0	0
doi__10.3390_md16090305	analogue_or_optimization_candidate	2018	10.3390/md16090305	Toward the Synthesis and Improved Biopotential of an N-methylated Analog of a Proline-Rich Cyclic Tetrapeptide from Marine Bacteria	78	0	0	22	0	0	0
doi__10.3390_md17030159	analogue_or_optimization_candidate	2019	10.3390/md17030159	A Synthetic Derivative of Antimicrobial Peptide Holothuroidin 2 from Mediterranean Sea Cucumber (Holothuria tubulosa) in the Control of Listeria monocytogenes	42	0	0	42	0	0	0
doi__10.3390_md17060376	explicit_rational_or_de_novo_design	2019	10.3390/md17060376	Redesigning Arenicin-1, an Antimicrobial Peptide from the Marine Polychaeta Arenicola marina, by Strand Rearrangement or Branching, Substitution of Specific Residues, and Backbone Linearization or Cyclization	150	20	0	130	0	5	0
doi__10.3390_md18120631	analogue_or_optimization_candidate	2020	10.3390/md18120631	Antimicrobial Peptide Arenicin-1 Derivative Ar-1-(C/A) as Complement System Modulator	21	9	0	6	0	0	0
doi__10.3390_md19080451	analogue_or_optimization_candidate	2021	10.3390/md19080451	Antimicrobial Activity and Action Mechanisms of Arg-Rich Short Analog Peptides Designed from the C-Terminal Loop Region of American Oyster Defensin (AOD)	67	15	0	0	0	5	0
doi__10.3390_md20010077	analogue_or_optimization_candidate	2022	10.3390/md20010077	New Tripeptide Derivatives Asperripeptides A-C from Vietnamese Mangrove-Derived Fungus Aspergillus terreus LM.5.2	12	0	0	9	0	0	0
doi__10.3390_md20030158	analogue_or_optimization_candidate	2022	10.3390/md20030158	Synthesis of Marine Cyclopeptide Galaxamide Analogues as Potential Anticancer Agents	54	0	0	45	0	0	0
doi__10.3390_membranes11010048	analogue_or_optimization_candidate	2021	10.3390/membranes11010048	How Insertion of a Single Tryptophan in the N-Terminus of a Cecropin A-Melittin Hybrid Peptide Changes Its Antimicrobial and Biophysical Profile	16	0	0	16	0	0	0
doi__10.3390_microorganisms11112778	analogue_or_optimization_candidate	2023	10.3390/microorganisms11112778	Aquiluscidin, a Cathelicidin from Crotalus aquilus, and the Vcn-23 Derivative Peptide, Have Anti-Microbial Activity against Gram-Negative and Gram-Positive Bacteria	32	12	0	18	0	0	0
doi__10.3390_microorganisms12010177	analogue_or_optimization_candidate	2024	10.3390/microorganisms12010177	Redefining Peptide 14D: Substitutional Analysis for Accelerated TB Diagnosis and Enhanced Activity against Mycobacterium tuberculosis	68	0	0	10	0	0	0
doi__10.3390_molecules18010859	explicit_rational_or_de_novo_design	2013	10.3390/molecules18010859	Structural Characterization of de Novo Designed L5K5W Model Peptide Isomers with Potent Antimicrobial and Varied Hemolytic Activities	121	11	0	110	0	0	0
doi__10.3390_molecules190810803	analogue_or_optimization_candidate	2014	10.3390/molecules190810803	Effects of Single Amino Acid Substitution on the Biophysical Properties and Biological Activities of an Amphipathic α-Helical Antibacterial Peptide Against Gram-Negative Bacteria	49	7	0	42	0	0	0
doi__10.3390_molecules21121667	analogue_or_optimization_candidate	2016	10.3390/molecules21121667	Identification and Characterisation of the Antimicrobial Peptide, Phylloseptin-PT, from the Skin Secretion of Phyllomedusa tarsius, and Comparison of Activity with Designed, Cationicity-Enhanced Analogues and Diastereomers	30	0	0	30	0	0	0
doi__10.3390_molecules22071054	explicit_rational_or_de_novo_design	2017	10.3390/molecules22071054	Rational Design of Cyclic Antimicrobial Peptides Based on BPC194 and BPC198	51	0	0	51	0	0	0
doi__10.3390_molecules23061491	analogue_or_optimization_candidate	2018	10.3390/molecules23061491	Expression, Purification, and Characterization of a Novel Hybrid Peptide with Potent Antibacterial Activity	16	4	2	12	2	0	0
doi__10.3390_molecules23071603	analogue_or_optimization_candidate	2018	10.3390/molecules23071603	A3, a Scorpion Venom Derived Peptide Analogue with Potent Antimicrobial and Potential Antibiofilm Activity against Clinical Isolates of Multi-Drug Resistant Gram Positive Bacteria	101	7	0	74	0	0	0
doi__10.3390_molecules23092245	analogue_or_optimization_candidate	2018	10.3390/molecules23092245	Depsidone Derivatives and a Cyclopeptide Produced by Marine Fungus Aspergillus unguis under Chemical Induction and by Its Plasma Induced Mutant	94	0	0	31	0	0	0
doi__10.3390_molecules23102722	explicit_rational_or_de_novo_design	2018	10.3390/molecules23102722	Design, Synthesis, and Evaluation of Amphiphilic Cyclic and Linear Peptides Composed of Hydrophobic and Positively-Charged Amino Acids as Antibacterial Agents	43	1	0	42	0	0	0
doi__10.3390_molecules24061121	analogue_or_optimization_candidate	2019	10.3390/molecules24061121	Structure-Activity Study, Characterization, and Mechanism of Action of an Antimicrobial Peptoid D2 and Its d- and l-Peptide Analogues	178	22	0	156	0	0	0
doi__10.3390_molecules26020444	analogue_or_optimization_candidate	2021	10.3390/molecules26020444	Development of Antimicrobial Stapled Peptides Based on Magainin 2 Sequence	70	14	0	56	0	1	0
doi__10.3390_molecules27113554	explicit_rational_or_de_novo_design	2022	10.3390/molecules27113554	Rational Design of Plant Hairpin-like Peptide EcAMP1: Structural-Functional Correlations to Reveal Antibacterial and Antifungal Activity	42	0	0	2	0	0	0
doi__10.3390_ph12020082	explicit_rational_or_de_novo_design	2019	10.3390/ph12020082	De Novo Design and In Vitro Testing of Antimicrobial Peptides against Gram-Negative Bacteria	115	0	0	98	0	0	0
doi__10.3390_ph7040482	analogue_or_optimization_candidate	2014	10.3390/ph7040482	β-Boomerang Antimicrobial and Antiendotoxic Peptides: Lipidation and Disulfide Bond Effects on Activity and Structure	36	4	0	32	0	0	0
doi__10.3390_ph7050502	analogue_or_optimization_candidate	2014	10.3390/ph7050502	Enhanced Antimicrobial Activity of AamAP1-Lysine, a Novel Synthetic Peptide Analog Derived from the Scorpion Venom Peptide AamAP1	27	9	0	18	0	0	0
doi__10.3390_pharmaceutics14020454	analogue_or_optimization_candidate	2022	10.3390/pharmaceutics14020454	Antifungal and Antibiofilm Activity of Cyclic Temporin L Peptide Analogues against Albicans and Non-Albicans Candida Species	74	0	0	74	0	0	0
doi__10.3390_pharmaceutics15020436	analogue_or_optimization_candidate	2023	10.3390/pharmaceutics15020436	Effects of Dimerization, Dendrimerization, and Chirality in p-BthTX-I Peptide Analogs on the Antibacterial Activity and Enzymatic Inhibition of the SARS-CoV-2 PLpro Protein	112	6	0	94	0	6	0
doi__10.3390_pharmaceutics16081098	analogue_or_optimization_candidate	2024	10.3390/pharmaceutics16081098	Enhancement of Antimicrobial Function by L/D-Lysine Substitution on a Novel Broad-Spectrum Antimicrobial Peptide, Phylloseptin-TO2: A Structure-Related Activity Research Study	599	28	0	521	0	0	0
doi__10.3390_toxins10040161	analogue_or_optimization_candidate	2018	10.3390/toxins10040161	Analogs of the Scorpion Venom Peptide Stigmurin: Structural Assessment, Toxicity, and Increased Antimicrobial Activity	24	0	0	24	0	0	0
doi__10.3390_toxins10100413	analogue_or_optimization_candidate	2018	10.3390/toxins10100413	Evaluating the Bioactivity of a Novel Broad-Spectrum Antimicrobial Peptide Brevinin-1GHa from the Frog Skin Secretion of Hylarana guentheri and Its Analogues	51	3	3	48	3	0	0
doi__10.3390_toxins12080484	analogue_or_optimization_candidate	2020	10.3390/toxins12080484	Enhanced Antimicrobial Activity of N-Terminal Derivatives of a Novel Brevinin-1 Peptide from The Skin Secretion of Odorrana schmackeri	483	7	0	396	0	3	0
doi__10.3390_toxins15010042	analogue_or_optimization_candidate	2023	10.3390/toxins15010042	Evaluation of the Synthetic Multifunctional Peptide Hp-MAP3 Derivative of Temporin-PTa	36	3	0	29	0	1	0
doi__10.3390_toxins7020219	analogue_or_optimization_candidate	2015	10.3390/toxins7020219	AaeAP1 and AaeAP2: Novel Antimicrobial Peptides from the Venom of the Scorpion, Androctonus aeneas: Structural Characterisation, Molecular Cloning of Biosynthetic Precursor-Encoding cDNAs and Engineering of Analogues with Enhanced Antimicrobial and Anticancer Activities	42	4	0	22	0	0	0
doi__10.3390_toxins9010022	explicit_rational_or_de_novo_design	2017	10.3390/toxins9010022	Bioactivity of Natural and Engineered Antimicrobial Peptides from Venom of the Scorpions Urodacus yaschenkoi and U. manicatus	288	48	0	96	0	0	0
doi__10.3390_v14102103	explicit_rational_or_de_novo_design	2022	10.3390/v14102103	Design of Three Residues Peptides against SARS-CoV-2 Infection	28	6	0	0	0	4	0
doi__10.4103_1735-5362.359429	explicit_rational_or_de_novo_design	2022	10.4103/1735-5362.359429	The design and evaluation of the antimicrobial activity of a novel conjugated penta-ultrashort antimicrobial peptide in combination with conventional antibiotics against sensitive and resistant strains of S. aureus and E. coli.	48	8	0	40	0	0	0
doi__10.7150_ijbs.23419	analogue_or_optimization_candidate	2018	10.7150/ijbs.23419	Evaluation of the bioactivity of a mastoparan peptide from wasp venom and of its analogues designed through targeted engineering	69	3	0	60	0	0	0
doi__10.7150_ijbs.9859	analogue_or_optimization_candidate	2014	10.7150/ijbs.9859	Cationicity-Enhanced Analogues of the Antimicrobial Peptides, AcrAP1 and AcrAP2, from the Venom of the Scorpion, Androctonus crassicauda, Display Potent Growth Modulation Effects on Human Cancer Cell Lines	40	5	0	25	0	0	0
doi__10.7150_thno.40971	analogue_or_optimization_candidate	2020	10.7150/thno.40971	Stapled peptide targeting the CDK4/Cyclin D interface combined with Abemaciclib inhibits KRAS mutant lung cancer growth	8	1	0	1	0	0	0
doi__10.7150_thno.75444	explicit_rational_or_de_novo_design	2022	10.7150/thno.75444	Design of stapled peptide-based PROTACs for MDM2/MDMX atypical degradation and tumor suppression	23	0	0	23	0	0	0
pmid__34681184	explicit_rational_or_de_novo_design	2021	10.3390/ph14100959	Discovery of a Novel Tetrapeptide against Influenza A Virus: Rational Design, Synthesis, Bioactivity Evaluation and Computational Studies	71	3	0	0	0	3	0
pmid__36151303	analogue_or_optimization_candidate	2022	10.1038/s41598-022-20236-1	Novel D-form of hybrid peptide (D-AP19) rapidly kills Acinetobacter baumannii while tolerating proteolytic enzymes	316	16	0	280	0	10	0
