release_id	paper_id	doi	review_status	publication_grade	source_reviewed	public_v1_included	exclusion_reason	database_audit_records	activity_records	mechanism_claims	reviewed_at	review_model	reasoning_effort	materials_exhausted	validator_contract_passed	final_outputs_ready	caution_count	open_rework_ticket_count	source_final_review_path
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-41005-7		accepted_with_cautions	true	true	true		82	24	2	2026-05-03T07:13:40Z	gpt-5.5	xhigh		true		6	0	papers/doi__10.1038_s41598-019-41005-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-42440-2		accepted_with_cautions	true	true	true		25	20	6	2026-05-03T07:35:21Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-019-42440-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-44256-6		accepted_with_cautions	true	true	true		22	14	3	2026-05-03T08:00:09Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-019-44256-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-47108-5	10.1038/s41598-019-47108-5	accepted_with_cautions	true	true	true		38	52	3	2026-05-03T08:20:46Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-019-47108-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-47327-w	10.1038/s41598-019-47327-w	accepted_with_cautions	true	true	true		23	26	3	2026-05-03T08:38:16Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1038_s41598-019-47327-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-47568-9		accepted_with_cautions	true	true	true		411	175	3	2026-05-03T09:15:35Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-019-47568-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-47955-2	10.1038/s41598-019-47955-2	accepted_with_cautions	true	true	true		24	8	3	2026-05-03T09:41:51Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_s41598-019-47955-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-50061-y		accepted_with_cautions	true	true	true		76	76	4	2026-05-03T10:05:54Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-019-50061-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-019-54716-8		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	114	111	3	2026-05-03T10:37:08Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-019-54716-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-58014-6	10.1038/s41598-020-58014-6	accepted_with_cautions	true	true	true		134	64	3	2026-05-03T10:56:45Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_s41598-020-58014-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-59665-1		accepted_with_cautions	true	true	true		18	8	4	2026-05-03T11:13:11Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-020-59665-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-60570-w	10.1038/s41598-020-60570-w	blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	245	276	3	2026-05-03T11:58:02Z	gpt-5.5	xhigh		true		2	1	papers/doi__10.1038_s41598-020-60570-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-60623-0		accepted_with_cautions	true	true	true		54	104	3	2026-05-03T12:19:58Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-020-60623-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-60829-2		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	18	13	3	2026-06-21T02:05:24Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-020-60829-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-62746-w		accepted_with_cautions	true	true	true		33	28	3	2026-05-05T14:33:03Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-020-62746-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-65688-5		accepted_with_cautions	true	true	true		343	244	4	2026-05-03T13:46:29Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-020-65688-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-66164-w		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	87	23	3	2026-05-03T14:16:50Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1038_s41598-020-66164-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-67041-2		accepted_with_cautions	true	true	true		14	20	3	2026-05-05T15:46:49Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-020-67041-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-69162-0	10.1038/s41598-020-69162-0	accepted_with_cautions	true	true	true		42	56	3	2026-05-05T16:27:51Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-020-69162-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-69485-y		accepted_with_cautions	true	true	true		42	20	4	2026-05-03T16:02:08Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-020-69485-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-69995-9		accepted_with_cautions	true	true	true		105	391	3	2026-05-03T16:30:29Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-020-69995-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-70314-5		accepted_with_cautions	true	true	true		2	36	3	2026-05-03T16:48:52Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-020-70314-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-70328-z	10.1038/s41598-020-70328-z	accepted_with_cautions	true	true	true		2	25	3	2026-05-03T17:20:17Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_s41598-020-70328-z/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-71771-8		accepted_with_cautions	true	true	true		453	365	3	2026-05-03T17:45:16Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-020-71771-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-020-80596-4		accepted_with_cautions	true	true	true		29	18	3	2026-05-03T18:09:22Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-020-80596-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-02007-6	10.1038/s41598-021-02007-6	accepted_with_cautions	true	true	true		2	18	3	2026-05-03T18:35:49Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-021-02007-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-81394-2		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	88	42	3	2026-05-03T18:53:42Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-021-81394-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-81734-2	10.1038/s41598-021-81734-2	accepted_with_cautions	true	true	true		52	31	4	2026-05-03T19:14:25Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-021-81734-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-89485-w		accepted_with_cautions	true	true	true		63	24	3	2026-05-03T19:41:05Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-021-89485-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-90613-9		accepted_with_cautions	true	true	true		12	12	3	2026-05-03T20:02:50Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-021-90613-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-91670-w		accepted_with_cautions	true	true	true		34	16	5	2026-05-03T20:18:04Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-021-91670-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-91765-4		accepted_with_cautions	true	true	true		66	30	5	2026-05-05T17:35:58Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-021-91765-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-97581-0	10.1038/s41598-021-97581-0	accepted_with_cautions	true	true	true		13	12	3	2026-05-03T21:05:30Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-021-97581-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-021-97821-3		accepted_with_cautions	true	true	true		162	102	3	2026-05-03T21:34:27Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-021-97821-3/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-08247-4		accepted_with_cautions	true	true	true		103	106	4	2026-05-03T21:57:48Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-022-08247-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-15977-y	10.1038/s41598-022-15977-y	accepted_with_cautions	true	true	true		3	4	3	2026-05-03T00:24:00Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-022-15977-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-16303-2		accepted_with_cautions	true	true	true		48	18	3	2026-05-03T00:54:45Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-022-16303-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-19450-8		accepted_with_cautions	true	true	true		21	45	4	2026-05-03T01:28:38Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s41598-022-19450-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-20236-1		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	255	203	5	2026-06-21T02:04:34Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-022-20236-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-20427-w		accepted_with_cautions	true	true	true		2	8	3	2026-05-03T02:14:50Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-022-20427-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-022-23613-y	10.1038/s41598-022-23613-y	accepted_with_cautions	true	true	true		3	9	3	2026-05-03T02:35:21Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-022-23613-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-28386-6		accepted_with_cautions	true	true	true		124	57	4	2026-05-05T18:49:39Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-023-28386-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-28502-6		accepted_with_cautions	true	true	true		10	13	3	2026-05-03T03:29:02Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-023-28502-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-30427-z	10.1038/s41598-023-30427-z	accepted_with_cautions	true	true	true		51	80	6	2026-05-05T19:23:25Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-023-30427-z/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-31185-8		accepted_with_cautions	true	true	true		433	259	3	2026-05-03T04:25:12Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-023-31185-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-39785-0		accepted_with_cautions	true	true	true		25	10	3	2026-05-03T04:55:08.137127Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-023-39785-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-41581-9	10.1038/s41598-023-41581-9	accepted_with_cautions	true	true	true		235	110	3	2026-05-03T05:16:02Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_s41598-023-41581-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-41945-1		accepted_with_cautions	true	true	true		150	64	3	2026-05-03T05:46:36Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-023-41945-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-43274-9		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	245	44	3	2026-05-03T06:21:02Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-023-43274-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-023-45875-w		accepted_with_cautions	true	true	true		11	4	3	2026-05-03T06:39:14Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s41598-023-45875-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-52721-0		accepted_with_cautions	true	true	true		50	114	4	2026-05-03T07:02:47.776257Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-024-52721-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-53662-4		accepted_with_cautions	true	true	true		2	7	4	2026-05-05T06:21:21Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-024-53662-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-60246-9		accepted_with_cautions	true	true	true		56	32	3	2026-05-03T07:48:08Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1038_s41598-024-60246-9/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-63552-4	10.1038/s41598-024-63552-4	accepted_with_cautions	true	true	true		16	24	3	2026-05-03T08:22:41Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-024-63552-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-67777-1		accepted_with_cautions	true	true	true		368	391	3	2026-05-03T08:42:53Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-024-67777-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-024-76553-0	10.1038/s41598-024-76553-0	accepted_with_cautions	true	true	true		15	12	3	2026-05-03T09:07:11Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s41598-024-76553-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s41598-025-18026-6		accepted_with_cautions	true	true	true		10	8	1	2026-05-03T09:30:38Z	gpt-5.5	xhigh		true		6	0	papers/doi__10.1038_s41598-025-18026-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-020-01420-3		accepted_with_cautions	true	true	true		12	99	6	2026-05-03T10:00:54Z	gpt-5.5	xhigh		true		6	0	papers/doi__10.1038_s42003-020-01420-3/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-020-01511-1		accepted_with_cautions	true	true	true		418	568	3	2026-06-21T14:48:38Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42003-020-01511-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-020-0761-3		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	192	160	3	2026-05-05T20:00:23Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42003-020-0761-3/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-021-01736-8		accepted_with_cautions	true	true	true		63	18	2	2026-05-03T11:43:02Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_s42003-021-01736-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-022-03899-4	10.1038/s42003-022-03899-4	needs_targeted_rework	false	true	false	needs_targeted_rework	324	165	3	2026-06-21T16:15:59Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42003-022-03899-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-022-04164-4		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	477	291	4	2026-05-03T12:42:59Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42003-022-04164-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-022-04385-7	10.1038/s42003-022-04385-7	accepted_with_cautions	true	true	true		9	40	4	2026-05-05T07:03:37Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s42003-022-04385-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-023-05560-0	10.1038/s42003-023-05560-0	accepted_with_cautions	true	true	true		427	24	3	2026-05-03T13:53:23Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_s42003-023-05560-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42003-024-07216-z	10.1038/s42003-024-07216-z	accepted_with_cautions	true	true	true		160	189	4	2026-05-03T14:34:07Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42003-024-07216-z/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s42256-025-01119-2	10.1038/s42256-025-01119-2	accepted_with_cautions	true	true	true		138	138	4	2026-05-03T15:33:27Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s42256-025-01119-2/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s44259-025-00121-3	10.1038/s44259-025-00121-3	blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	465	117	4	2026-05-05T20:49:15Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s44259-025-00121-3/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s44319-024-00277-5	10.1038/s44319-024-00277-5	accepted_with_cautions	true	true	true		165	71	3	2026-05-03T16:30:30Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s44319-024-00277-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_s44320-025-00120-6		accepted_with_cautions	true	true	true		282	198	4	2026-05-03T17:00:34Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_s44320-025-00120-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep04900		accepted_with_cautions	true	true	true		63	67	3	2026-05-03T17:18:35Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep04900/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep09127	10.1038/srep09127	accepted_with_cautions	true	true	true		54	34	4	2026-05-03T17:47:58Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep09127/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep09216	10.1038/srep09216	accepted_with_cautions	true	true	true		28	120	4	2026-05-03T18:12:59Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep09216/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep09388		accepted_with_cautions	true	true	true		160	161	3	2026-05-03T18:45:02Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep09388/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep09657		accepted_with_cautions	true	true	true		166	251	4	2026-05-03T19:09:13Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep09657/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep09761		accepted_with_cautions	true	true	true		190	195	3	2026-05-03T19:38:04Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep09761/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep10558		accepted_with_cautions	true	true	true		364	242	4	2026-05-03T20:05:48Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep10558/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep11082		accepted_with_cautions	true	true	true		36	23	5	2026-05-03T20:24:49Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_srep11082/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep11951	10.1038/srep11951	accepted_with_cautions	true	true	true		59	26	4	2026-05-03T20:56:21Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep11951/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep12048		accepted_with_cautions	true	true	true		236	125	4	2026-05-03T21:15:39Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep12048/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep13412		accepted_with_cautions	true	true	true		5	10	4	2026-05-03T21:37:21Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep13412/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep13595		accepted_with_cautions	true	true	true		6	40	4	2026-05-03T21:57:06Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep13595/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep14569		accepted_with_cautions	true	true	true		11	27	4	2026-05-03T22:15:30Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep14569/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep15963	10.1038/srep15963	accepted_with_cautions	true	true	true		235	228	3	2026-05-03T22:32:05Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1038_srep15963/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep17260	10.1038/srep17260	accepted_with_cautions	true	true	true		26	11	5	2026-05-03T22:52:35Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_srep17260/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep18355	10.1038/srep18355	accepted_with_cautions	true	true	true		13	10	4	2026-05-03T00:35:25Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep18355/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep20823	10.1038/srep20823	accepted_with_cautions	true	true	true		9	19	3	2026-05-03T00:58:26Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep20823/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep20832		accepted_with_cautions	true	true	true		44	210	3	2026-05-03T01:20:23Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep20832/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep21385		accepted_with_cautions	true	true	true		25	13	4	2026-05-03T01:37:22Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep21385/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep22008		accepted_with_cautions	true	true	true		14	11	3	2026-05-03T02:07:22Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep22008/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep22875		accepted_with_cautions	true	true	true		14	12	3	2026-05-03T02:30:05Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep22875/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep24000		accepted_with_cautions	true	true	true		227	42	3	2026-06-22T08:19:10Z	gpt-5.5	xhigh		true		9	0	papers/doi__10.1038_srep24000/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep24684		accepted_with_cautions	true	true	true		35	12	2	2026-05-03T03:11:51Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep24684/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep26077		accepted_with_cautions	true	true	true		9	19	3	2026-05-03T03:29:03Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep26077/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep27258		accepted_with_cautions	true	true	true		29	190	3	2026-05-03T03:53:12Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep27258/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep27394		accepted_with_cautions	true	true	true		299	109	4	2026-05-03T04:20:08Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_srep27394/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep29145		accepted_with_cautions	true	true	true		15	108	2	2026-05-03T04:44:28Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_srep29145/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep29707		accepted_with_cautions	true	true	true		53	445	3	2026-05-03T05:08:03Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep29707/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep32121		accepted_with_cautions	true	true	true		27	31	3	2026-05-03T05:43:01Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep32121/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep35019		accepted_with_cautions	true	true	true		334	105	2	2026-05-03T06:10:35Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep35019/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep35347		accepted_with_cautions	true	true	true		54	84	3	2026-05-03T06:25:09Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep35347/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep35465		accepted_with_cautions	true	true	true		2	34	4	2026-05-03T06:48:11Z	gpt-5.5	xhigh		true		7	0	papers/doi__10.1038_srep35465/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep39925		accepted_with_cautions	true	true	true		68	65	5	2026-05-03T07:24:25Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_srep39925/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep40228		accepted_with_cautions	true	true	true		57	24	3	2026-05-03T07:46:57Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1038_srep40228/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep40854		accepted_with_cautions	true	true	true		18	14	3	2026-05-03T08:09:02Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep40854/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep41772		accepted_with_cautions	true	true	true		10	14	4	2026-05-03T08:29:18Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep41772/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep42994		accepted_with_cautions	true	true	true		142	104	3	2026-05-03T09:04:14Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1038_srep42994/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep43384		accepted_with_cautions	true	true	true		39	14	3	2026-05-03T09:25:55Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1038_srep43384/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep43610		accepted_with_cautions	true	true	true		60	30	3	2026-05-05T08:32:30Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep43610/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep44278		accepted_with_cautions	true	true	true		200	182	5	2026-05-05T07:15:38Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1038_srep44278/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1038_srep45282	10.1038/srep45282	accepted_with_cautions	true	true	true		3	1	3	2026-05-03T10:56:18Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1038_srep45282/final/review_report.json
