paper_id,doi,review_status,publication_grade,source_reviewed,public_v1_included,exclusion_reason,database_audit_records,activity_records,mechanism_claims,database_final_exists,activity_final_exists,mechanism_final_exists,review_report_exists
doi__10.1038_s41598-018-29444-0,10.1038/s41598-018-29444-0,accepted_with_cautions,True,True,True,,69,33,3,True,True,True,True
doi__10.1038_s41598-018-29566-5,,accepted_with_cautions,True,True,True,,118,48,3,True,True,True,True
doi__10.1038_s41598-018-29826-4,,accepted_with_cautions,True,True,True,,8,65,4,True,True,True,True
doi__10.1038_s41598-018-32947-5,,accepted_with_cautions,True,True,True,,21,11,4,True,True,True,True
doi__10.1038_s41598-018-32981-3,,accepted_with_cautions,True,True,True,,67,26,3,True,True,True,True
doi__10.1038_s41598-018-33133-3,,accepted_with_cautions,True,True,True,,3,9,3,True,True,True,True
doi__10.1038_s41598-018-33289-y,,accepted_with_cautions,True,True,True,,120,94,4,True,True,True,True
doi__10.1038_s41598-018-34087-2,10.1038/s41598-018-34087-2,accepted_with_cautions,True,True,True,,4,347,3,True,True,True,True
doi__10.1038_s41598-018-34467-8,,accepted_with_cautions,True,True,True,,2,12,3,True,True,True,True
doi__10.1038_s41598-018-34684-1,,accepted_with_cautions,True,True,True,,48,15,3,True,True,True,True
doi__10.1038_s41598-018-35530-0,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,44,44,3,True,True,True,True
doi__10.1038_s41598-018-37630-3,10.1038/s41598-018-37630-3,accepted_with_cautions,True,True,True,,162,78,3,True,True,True,True
doi__10.1038_s41598-018-38442-1,,accepted_with_cautions,True,True,True,,43,24,3,True,True,True,True
doi__10.1038_s41598-019-39042-3,,accepted_with_cautions,True,True,True,,565,182,3,True,True,True,True
doi__10.1038_s41598-019-39219-w,10.1038/s41598-019-39219-w,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,457,393,3,True,True,True,True
doi__10.1038_s41598-019-40577-8,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,212,110,4,True,True,True,True
doi__10.1038_s41598-019-41005-7,,accepted_with_cautions,True,True,True,,82,24,2,True,True,True,True
doi__10.1038_s41598-019-42440-2,,accepted_with_cautions,True,True,True,,25,20,6,True,True,True,True
doi__10.1038_s41598-019-44256-6,,accepted_with_cautions,True,True,True,,22,14,3,True,True,True,True
doi__10.1038_s41598-019-47108-5,10.1038/s41598-019-47108-5,accepted_with_cautions,True,True,True,,38,52,3,True,True,True,True
doi__10.1038_s41598-019-47327-w,10.1038/s41598-019-47327-w,accepted_with_cautions,True,True,True,,23,26,3,True,True,True,True
doi__10.1038_s41598-019-47568-9,,accepted_with_cautions,True,True,True,,411,175,3,True,True,True,True
doi__10.1038_s41598-019-47955-2,10.1038/s41598-019-47955-2,accepted_with_cautions,True,True,True,,24,8,3,True,True,True,True
doi__10.1038_s41598-019-50061-y,,accepted_with_cautions,True,True,True,,76,76,4,True,True,True,True
doi__10.1038_s41598-019-54716-8,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,114,111,3,True,True,True,True
doi__10.1038_s41598-020-58014-6,10.1038/s41598-020-58014-6,accepted_with_cautions,True,True,True,,134,64,3,True,True,True,True
doi__10.1038_s41598-020-59665-1,,accepted_with_cautions,True,True,True,,18,8,4,True,True,True,True
doi__10.1038_s41598-020-60570-w,10.1038/s41598-020-60570-w,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,245,276,3,True,True,True,True
doi__10.1038_s41598-020-60623-0,,accepted_with_cautions,True,True,True,,54,104,3,True,True,True,True
doi__10.1038_s41598-020-60829-2,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,18,13,3,True,True,True,True
doi__10.1038_s41598-020-62746-w,,accepted_with_cautions,True,True,True,,33,28,3,True,True,True,True
doi__10.1038_s41598-020-65688-5,,accepted_with_cautions,True,True,True,,343,244,4,True,True,True,True
doi__10.1038_s41598-020-66164-w,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,87,23,3,True,True,True,True
doi__10.1038_s41598-020-67041-2,,accepted_with_cautions,True,True,True,,14,20,3,True,True,True,True
doi__10.1038_s41598-020-69162-0,10.1038/s41598-020-69162-0,accepted_with_cautions,True,True,True,,42,56,3,True,True,True,True
doi__10.1038_s41598-020-69485-y,,accepted_with_cautions,True,True,True,,42,20,4,True,True,True,True
doi__10.1038_s41598-020-69995-9,,accepted_with_cautions,True,True,True,,105,391,3,True,True,True,True
doi__10.1038_s41598-020-70314-5,,accepted_with_cautions,True,True,True,,2,36,3,True,True,True,True
doi__10.1038_s41598-020-70328-z,10.1038/s41598-020-70328-z,accepted_with_cautions,True,True,True,,2,25,3,True,True,True,True
doi__10.1038_s41598-020-71771-8,,accepted_with_cautions,True,True,True,,453,365,3,True,True,True,True
doi__10.1038_s41598-020-80596-4,,accepted_with_cautions,True,True,True,,29,18,3,True,True,True,True
doi__10.1038_s41598-021-02007-6,10.1038/s41598-021-02007-6,accepted_with_cautions,True,True,True,,2,18,3,True,True,True,True
doi__10.1038_s41598-021-81394-2,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,88,42,3,True,True,True,True
doi__10.1038_s41598-021-81734-2,10.1038/s41598-021-81734-2,accepted_with_cautions,True,True,True,,52,31,4,True,True,True,True
doi__10.1038_s41598-021-89485-w,,accepted_with_cautions,True,True,True,,63,24,3,True,True,True,True
doi__10.1038_s41598-021-90613-9,,accepted_with_cautions,True,True,True,,12,12,3,True,True,True,True
doi__10.1038_s41598-021-91670-w,,accepted_with_cautions,True,True,True,,34,16,5,True,True,True,True
doi__10.1038_s41598-021-91765-4,,accepted_with_cautions,True,True,True,,66,30,5,True,True,True,True
doi__10.1038_s41598-021-97581-0,10.1038/s41598-021-97581-0,accepted_with_cautions,True,True,True,,13,12,3,True,True,True,True
doi__10.1038_s41598-021-97821-3,,accepted_with_cautions,True,True,True,,162,102,3,True,True,True,True
doi__10.1038_s41598-022-08247-4,,accepted_with_cautions,True,True,True,,103,106,4,True,True,True,True
doi__10.1038_s41598-022-15977-y,10.1038/s41598-022-15977-y,accepted_with_cautions,True,True,True,,3,4,3,True,True,True,True
doi__10.1038_s41598-022-16303-2,,accepted_with_cautions,True,True,True,,48,18,3,True,True,True,True
doi__10.1038_s41598-022-19450-8,,accepted_with_cautions,True,True,True,,21,45,4,True,True,True,True
doi__10.1038_s41598-022-20236-1,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,255,203,5,True,True,True,True
doi__10.1038_s41598-022-20427-w,,accepted_with_cautions,True,True,True,,2,8,3,True,True,True,True
doi__10.1038_s41598-022-23613-y,10.1038/s41598-022-23613-y,accepted_with_cautions,True,True,True,,3,9,3,True,True,True,True
doi__10.1038_s41598-023-28386-6,,accepted_with_cautions,True,True,True,,124,57,4,True,True,True,True
doi__10.1038_s41598-023-28502-6,,accepted_with_cautions,True,True,True,,10,13,3,True,True,True,True
doi__10.1038_s41598-023-30427-z,10.1038/s41598-023-30427-z,accepted_with_cautions,True,True,True,,51,80,6,True,True,True,True
doi__10.1038_s41598-023-31185-8,,accepted_with_cautions,True,True,True,,433,259,3,True,True,True,True
doi__10.1038_s41598-023-39785-0,,accepted_with_cautions,True,True,True,,25,10,3,True,True,True,True
doi__10.1038_s41598-023-41581-9,10.1038/s41598-023-41581-9,accepted_with_cautions,True,True,True,,235,110,3,True,True,True,True
doi__10.1038_s41598-023-41945-1,,accepted_with_cautions,True,True,True,,150,64,3,True,True,True,True
doi__10.1038_s41598-023-43274-9,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,245,44,3,True,True,True,True
doi__10.1038_s41598-023-45875-w,,accepted_with_cautions,True,True,True,,11,4,3,True,True,True,True
doi__10.1038_s41598-024-52721-0,,accepted_with_cautions,True,True,True,,50,114,4,True,True,True,True
doi__10.1038_s41598-024-53662-4,,accepted_with_cautions,True,True,True,,2,7,4,True,True,True,True
doi__10.1038_s41598-024-60246-9,,accepted_with_cautions,True,True,True,,56,32,3,True,True,True,True
doi__10.1038_s41598-024-63552-4,10.1038/s41598-024-63552-4,accepted_with_cautions,True,True,True,,16,24,3,True,True,True,True
doi__10.1038_s41598-024-67777-1,,accepted_with_cautions,True,True,True,,368,391,3,True,True,True,True
doi__10.1038_s41598-024-76553-0,10.1038/s41598-024-76553-0,accepted_with_cautions,True,True,True,,15,12,3,True,True,True,True
doi__10.1038_s41598-025-18026-6,,accepted_with_cautions,True,True,True,,10,8,1,True,True,True,True
doi__10.1038_s42003-020-01420-3,,accepted_with_cautions,True,True,True,,12,99,6,True,True,True,True
doi__10.1038_s42003-020-01511-1,,accepted_with_cautions,True,True,True,,418,568,3,True,True,True,True
doi__10.1038_s42003-020-0761-3,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,192,160,3,True,True,True,True
doi__10.1038_s42003-021-01736-8,,accepted_with_cautions,True,True,True,,63,18,2,True,True,True,True
doi__10.1038_s42003-022-03899-4,10.1038/s42003-022-03899-4,needs_targeted_rework,False,True,False,needs_targeted_rework,324,165,3,True,True,True,True
doi__10.1038_s42003-022-04164-4,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,477,291,4,True,True,True,True
doi__10.1038_s42003-022-04385-7,10.1038/s42003-022-04385-7,accepted_with_cautions,True,True,True,,9,40,4,True,True,True,True
doi__10.1038_s42003-023-05560-0,10.1038/s42003-023-05560-0,accepted_with_cautions,True,True,True,,427,24,3,True,True,True,True
doi__10.1038_s42003-024-07216-z,10.1038/s42003-024-07216-z,accepted_with_cautions,True,True,True,,160,189,4,True,True,True,True
doi__10.1038_s42256-025-01119-2,10.1038/s42256-025-01119-2,accepted_with_cautions,True,True,True,,138,138,4,True,True,True,True
doi__10.1038_s44259-025-00121-3,10.1038/s44259-025-00121-3,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,465,117,4,True,True,True,True
doi__10.1038_s44319-024-00277-5,10.1038/s44319-024-00277-5,accepted_with_cautions,True,True,True,,165,71,3,True,True,True,True
doi__10.1038_s44320-025-00120-6,,accepted_with_cautions,True,True,True,,282,198,4,True,True,True,True
doi__10.1038_srep04900,,accepted_with_cautions,True,True,True,,63,67,3,True,True,True,True
doi__10.1038_srep09127,10.1038/srep09127,accepted_with_cautions,True,True,True,,54,34,4,True,True,True,True
doi__10.1038_srep09216,10.1038/srep09216,accepted_with_cautions,True,True,True,,28,120,4,True,True,True,True
doi__10.1038_srep09388,,accepted_with_cautions,True,True,True,,160,161,3,True,True,True,True
doi__10.1038_srep09657,,accepted_with_cautions,True,True,True,,166,251,4,True,True,True,True
doi__10.1038_srep09761,,accepted_with_cautions,True,True,True,,190,195,3,True,True,True,True
doi__10.1038_srep10558,,accepted_with_cautions,True,True,True,,364,242,4,True,True,True,True
doi__10.1038_srep11082,,accepted_with_cautions,True,True,True,,36,23,5,True,True,True,True
doi__10.1038_srep11951,10.1038/srep11951,accepted_with_cautions,True,True,True,,59,26,4,True,True,True,True
doi__10.1038_srep12048,,accepted_with_cautions,True,True,True,,236,125,4,True,True,True,True
doi__10.1038_srep13412,,accepted_with_cautions,True,True,True,,5,10,4,True,True,True,True
doi__10.1038_srep13595,,accepted_with_cautions,True,True,True,,6,40,4,True,True,True,True
doi__10.1038_srep14569,,accepted_with_cautions,True,True,True,,11,27,4,True,True,True,True
doi__10.1038_srep15963,10.1038/srep15963,accepted_with_cautions,True,True,True,,235,228,3,True,True,True,True
doi__10.1038_srep17260,10.1038/srep17260,accepted_with_cautions,True,True,True,,26,11,5,True,True,True,True
doi__10.1038_srep18355,10.1038/srep18355,accepted_with_cautions,True,True,True,,13,10,4,True,True,True,True
doi__10.1038_srep20823,10.1038/srep20823,accepted_with_cautions,True,True,True,,9,19,3,True,True,True,True
doi__10.1038_srep20832,,accepted_with_cautions,True,True,True,,44,210,3,True,True,True,True
doi__10.1038_srep21385,,accepted_with_cautions,True,True,True,,25,13,4,True,True,True,True
doi__10.1038_srep22008,,accepted_with_cautions,True,True,True,,14,11,3,True,True,True,True
doi__10.1038_srep22875,,accepted_with_cautions,True,True,True,,14,12,3,True,True,True,True
doi__10.1038_srep24000,,accepted_with_cautions,True,True,True,,227,42,3,True,True,True,True
doi__10.1038_srep24684,,accepted_with_cautions,True,True,True,,35,12,2,True,True,True,True
doi__10.1038_srep26077,,accepted_with_cautions,True,True,True,,9,19,3,True,True,True,True
doi__10.1038_srep27258,,accepted_with_cautions,True,True,True,,29,190,3,True,True,True,True
doi__10.1038_srep27394,,accepted_with_cautions,True,True,True,,299,109,4,True,True,True,True
doi__10.1038_srep29145,,accepted_with_cautions,True,True,True,,15,108,2,True,True,True,True
doi__10.1038_srep29707,,accepted_with_cautions,True,True,True,,53,445,3,True,True,True,True
doi__10.1038_srep32121,,accepted_with_cautions,True,True,True,,27,31,3,True,True,True,True
doi__10.1038_srep35019,,accepted_with_cautions,True,True,True,,334,105,2,True,True,True,True
doi__10.1038_srep35347,,accepted_with_cautions,True,True,True,,54,84,3,True,True,True,True
doi__10.1038_srep35465,,accepted_with_cautions,True,True,True,,2,34,4,True,True,True,True
doi__10.1038_srep39925,,accepted_with_cautions,True,True,True,,68,65,5,True,True,True,True
doi__10.1038_srep40228,,accepted_with_cautions,True,True,True,,57,24,3,True,True,True,True
doi__10.1038_srep40854,,accepted_with_cautions,True,True,True,,18,14,3,True,True,True,True
doi__10.1038_srep41772,,accepted_with_cautions,True,True,True,,10,14,4,True,True,True,True
doi__10.1038_srep42994,,accepted_with_cautions,True,True,True,,142,104,3,True,True,True,True
doi__10.1038_srep43384,,accepted_with_cautions,True,True,True,,39,14,3,True,True,True,True
doi__10.1038_srep43610,,accepted_with_cautions,True,True,True,,60,30,3,True,True,True,True
doi__10.1038_srep44278,,accepted_with_cautions,True,True,True,,200,182,5,True,True,True,True
doi__10.1038_srep45282,10.1038/srep45282,accepted_with_cautions,True,True,True,,3,1,3,True,True,True,True
doi__10.1038_srep46541,,accepted_with_cautions,True,True,True,,18,12,3,True,True,True,True
doi__10.1039_c7sc01599b,,accepted_with_cautions,True,True,True,,241,112,5,True,True,True,True
doi__10.1039_c8cc05790g,,accepted_with_cautions,True,True,True,,29,28,3,True,True,True,True
doi__10.1039_c8ra08065h,10.1039/c8ra08065h,accepted_with_cautions,True,True,True,,8,140,3,True,True,True,True
doi__10.1039_c9md00031c,10.1039/c9md00031c,accepted_with_cautions,True,True,True,,129,96,3,True,True,True,True
doi__10.1039_c9ra00708c,10.1039/c9ra00708c,accepted_with_cautions,True,True,True,,266,154,3,True,True,True,True
doi__10.1039_d1cb00124h,10.1039/d1cb00124h,accepted_with_cautions,True,True,True,,76,76,5,True,True,True,True
doi__10.1039_d1ra04882a,10.1039/d1ra04882a,accepted_with_cautions,True,True,True,,57,72,6,True,True,True,True
doi__10.1039_d1sc01713f,10.1039/d1sc01713f,accepted_with_cautions,True,True,True,,344,166,3,True,True,True,True
doi__10.1039_d1sc03628a,,accepted_with_cautions,True,True,True,,12,4,3,True,True,True,True
doi__10.1039_d1sc05662j,10.1039/d1sc05662j,accepted_with_cautions,True,True,True,,80,46,5,True,True,True,True
doi__10.1039_d1sc06998e,10.1039/d1sc06998e,accepted_with_cautions,True,True,True,,105,54,4,True,True,True,True
doi__10.1039_d1sc07190d,10.1039/d1sc07190d,accepted_with_cautions,True,True,True,,101,174,3,True,True,True,True
doi__10.1039_d3ra02473c,,accepted_with_cautions,True,True,True,,39,26,3,True,True,True,True
doi__10.1039_d3ra04100j,,accepted_with_cautions,True,True,True,,10,66,3,True,True,True,True
doi__10.1039_d3ra08313f,,accepted_with_cautions,True,True,True,,78,36,3,True,True,True,True
doi__10.1039_d4md00383g,,accepted_with_cautions,True,True,True,,183,192,3,True,True,True,True
doi__10.1039_d4sc06689h,,accepted_with_cautions,True,True,True,,60,50,3,True,True,True,True
doi__10.1042_bsr20150060,,accepted_with_cautions,True,True,True,,4,4,3,True,True,True,True
doi__10.1042_bsr20170967,,accepted_with_cautions,True,True,True,,76,63,4,True,True,True,True
doi__10.1042_bsr20180710,,accepted_with_cautions,True,True,True,,163,57,3,True,True,True,True
doi__10.1042_bsr20200019,,accepted_with_cautions,True,True,True,,51,21,5,True,True,True,True
doi__10.1073_pnas.1500553112,10.1073/pnas.1500553112,accepted_with_cautions,True,True,True,,16,3,3,True,True,True,True
doi__10.1073_pnas.1817376116,10.1073/pnas.1817376116,accepted_with_cautions,True,True,True,,197,180,4,True,True,True,True
doi__10.1073_pnas.1909585117,,accepted_with_cautions,True,True,True,,83,58,3,True,True,True,True
doi__10.1073_pnas.2007036117,10.1073/pnas.2007036117,accepted_with_cautions,True,True,True,,182,95,5,True,True,True,True
doi__10.1073_pnas.2123379119,,accepted_with_cautions,True,True,True,,17,27,2,True,True,True,True
doi__10.1073_pnas.2210990119,,accepted_with_cautions,True,True,True,,27,12,3,True,True,True,True
doi__10.1073_pnas.2219392120,,accepted_with_cautions,True,True,True,,38,32,3,True,True,True,True
doi__10.1073_pnas.2219679120,,accepted_with_cautions,True,True,True,,142,74,4,True,True,True,True
doi__10.1074_jbc.m109.036459,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,10,1,3,True,True,True,True
doi__10.1074_jbc.m113.459560,,accepted_with_cautions,True,True,True,,68,30,3,True,True,True,True
doi__10.1080_14756366.2020.1819258,,accepted_with_cautions,True,True,True,,109,65,3,True,True,True,True
doi__10.1080_19490976.2024.2387139,,accepted_with_cautions,True,True,True,,27,26,3,True,True,True,True
doi__10.1080_19490976.2025.2523811,,accepted_with_cautions,True,True,True,,65,107,4,True,True,True,True
doi__10.1080_22221751.2021.1937329,,publication_grade_ready,True,True,True,,72,94,2,True,True,True,True
doi__10.1080_22221751.2022.2051753,10.1080/22221751.2022.2051753,accepted_with_cautions,True,True,True,,40,10,4,True,True,True,True
doi__10.1083_jcb.118.4.929,,accepted_with_cautions,True,True,True,,11,2,3,True,True,True,True
doi__10.1084_jem.143.6.1540,,accepted_with_cautions,True,True,True,,2,1,1,True,True,True,True
doi__10.1084_jem.176.1.59,,accepted_with_cautions,True,True,True,,6,16,4,True,True,True,True
doi__10.1084_jem.70.1.1,,accepted_with_cautions,True,True,True,,9,11,2,True,True,True,True
doi__10.1084_jem.70.3.249,,accepted_with_cautions,True,True,True,,2,9,2,True,True,True,True
doi__10.1085_jgp.115.5.583,,accepted_with_cautions,True,True,True,,12,6,3,True,True,True,True
doi__10.1093_bib_bbag115,,accepted_with_cautions,True,True,True,,42,55,3,True,True,True,True
doi__10.1093_ecam_neh033,10.1093/ecam/neh033,accepted_with_cautions,True,True,True,,46,23,2,True,True,True,True
doi__10.1093_gerona_glq129,10.1093/gerona/glq129,accepted_with_cautions,True,True,True,,6,6,3,True,True,True,True
doi__10.1093_infdis_jiv325,,accepted_with_cautions,True,True,True,,5,2,2,True,True,True,True
doi__10.1093_jac_dkq165,,accepted_with_cautions,True,True,True,,17,8,3,True,True,True,True
doi__10.1093_jac_dkx395,10.1093/jac/dkx395,accepted_with_cautions,True,True,True,,51,450,4,True,True,True,True
doi__10.1093_jac_dky386,,accepted_with_cautions,True,True,True,,127,226,2,True,True,True,True
doi__10.1093_jambio_lxaf031,,accepted_with_cautions,True,True,True,,143,771,4,True,True,True,True
doi__10.1093_mmy_myaa015,,accepted_with_cautions,True,True,True,,1,6,3,True,True,True,True
doi__10.1093_molbev_msn208,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,9,0,2,True,True,True,True
doi__10.1093_nar_gkaa278,,accepted_with_cautions,True,True,True,,64,25,4,True,True,True,True
doi__10.1093_nar_gkae567,,accepted_with_cautions,True,True,True,,185,99,2,True,True,True,True
doi__10.1093_nar_gkn823,,accepted_with_cautions,True,True,True,,22,9,3,True,True,True,True
doi__10.1093_pnasnexus_pgae419,,accepted_with_cautions,True,True,True,,2,18,3,True,True,True,True
doi__10.1093_protein_gzs104,10.1093/protein/gzs104,accepted_with_cautions,True,True,True,,3,4,3,True,True,True,True
doi__10.1096_fj.202001885rr,10.1096/fj.202001885rr,accepted_with_cautions,True,True,True,,13,11,4,True,True,True,True
doi__10.1097_md.0000000000012832,,accepted_with_cautions,True,True,True,,33,61,5,True,True,True,True
doi__10.1098_rsob.240286,,accepted_with_cautions,True,True,True,,15,10,4,True,True,True,True
doi__10.1098_rsos.201822,10.1098/rsos.201822,accepted_with_cautions,True,True,True,,144,72,1,True,True,True,True
doi__10.1099_jgv.0.001453,,accepted_with_cautions,True,True,True,,14,10,3,True,True,True,True
doi__10.1101_gr.171264.113,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,6,31,3,True,True,True,True
doi__10.1111_1462-2920.15145,10.1111/1462-2920.15145,accepted_with_cautions,True,True,True,,62,55,4,True,True,True,True
doi__10.1111_1751-7915.13484,10.1111/1751-7915.13484,accepted_with_cautions,True,True,True,,1,13,3,True,True,True,True
doi__10.1111_cbdd.70193,10.1111/cbdd.70193,accepted_with_cautions,True,True,True,,39,9,4,True,True,True,True
doi__10.1111_j.1582-4934.2008.00129.x,,accepted_with_cautions,True,True,True,,26,14,3,True,True,True,True
doi__10.1111_j.1582-4934.2008.00341.x,,accepted_with_cautions,True,True,True,,11,9,3,True,True,True,True
doi__10.1111_jcmm.14032,10.1111/jcmm.14032,accepted_with_cautions,True,True,True,,26,11,4,True,True,True,True
doi__10.1111_mpp.13458,10.1111/mpp.13458,accepted_with_cautions,True,True,True,,75,29,3,True,True,True,True
doi__10.1126_sciadv.aav4580,,accepted_with_cautions,True,True,True,,204,22,3,True,True,True,True
doi__10.1126_sciadv.aax1946,,accepted_with_cautions,True,True,True,,219,46,3,True,True,True,True
doi__10.1126_sciadv.ade0008,,accepted_with_cautions,True,True,True,,463,200,3,True,True,True,True
doi__10.1126_sciadv.adf8782,,accepted_with_cautions,True,True,True,,10,90,3,True,True,True,True
doi__10.1126_sciadv.adg3683,,accepted_with_cautions,True,True,True,,9,122,3,True,True,True,True
doi__10.1126_sciadv.adp7171,,accepted_with_cautions,True,True,True,,360,428,4,True,True,True,True
doi__10.1126_science.abd9909,,accepted_with_cautions,True,True,True,,52,4,1,True,True,True,True
doi__10.1126_science.abf4058,,accepted_with_cautions,True,True,True,,34,12,3,True,True,True,True
doi__10.1126_science.abf4896,,blocked_missing_primary_material,False,True,False,blocked_missing_primary_material,9,3,1,True,True,True,True
doi__10.1128_aac.00311-24,,accepted_with_cautions,True,True,True,,57,40,3,True,True,True,True
doi__10.1128_aac.00338-19,,accepted_with_cautions,True,True,True,,44,121,3,True,True,True,True
doi__10.1128_aac.00424-24,10.1128/aac.00424-24,accepted_with_cautions,True,True,True,,63,45,3,True,True,True,True
doi__10.1128_aac.00876-20,,accepted_with_cautions,True,True,True,,14,4,3,True,True,True,True
doi__10.1128_aac.00904-21,,accepted_with_cautions,True,True,True,,42,22,4,True,True,True,True
doi__10.1128_aac.01016-18,,accepted_with_cautions,True,True,True,,65,414,3,True,True,True,True
doi__10.1128_aac.01343-25,,accepted_with_cautions,True,True,True,,12,170,5,True,True,True,True
doi__10.1128_aac.02204-18,,accepted_with_cautions,True,True,True,,51,268,3,True,True,True,True
doi__10.1128_aac.02241-16,10.1128/AAC.02241-16,accepted_with_cautions,True,True,True,,192,32,4,True,True,True,True
doi__10.1128_aac.02367-17,10.1128/aac.02367-17,accepted_with_cautions,True,True,True,,9,12,2,True,True,True,True
doi__10.1128_aac.02690-18,,accepted_with_cautions,True,True,True,,105,80,3,True,True,True,True
doi__10.1128_iai.00361-22,,accepted_with_cautions,True,True,True,,280,160,3,True,True,True,True
doi__10.1128_jb.00529-19,,accepted_with_cautions,True,True,True,,16,8,4,True,True,True,True
doi__10.1128_jvi.00635-20,,accepted_with_cautions,True,True,True,,171,36,3,True,True,True,True
doi__10.1128_mbio.00226-19,,accepted_with_cautions,True,True,True,,40,77,5,True,True,True,True
doi__10.1128_mbio.00498-13,,accepted_with_cautions,True,True,True,,40,13,3,True,True,True,True
doi__10.1128_mbio.00802-18,10.1128/mbio.00802-18,accepted_with_cautions,True,True,True,,18,9,4,True,True,True,True
doi__10.1128_mbio.01821-19,,accepted_with_cautions,True,True,True,,130,161,3,True,True,True,True
doi__10.1128_mbio.01935-20,,needs_targeted_rework,False,True,False,needs_targeted_rework,131,13,3,True,True,True,True
doi__10.1128_mbio.02021-19,10.1128/mBio.02021-19,accepted_with_cautions,True,True,True,,81,101,3,True,True,True,True
doi__10.1128_mbio.02451-20,,needs_targeted_rework,False,True,False,needs_targeted_rework,83,10,1,True,True,True,True
doi__10.1128_mbio.03258-19,,accepted_with_cautions,True,True,True,,140,49,2,True,True,True,True
doi__10.1128_msphere.00390-17,10.1128/msphere.00390-17,accepted_with_cautions,True,True,True,,21,46,4,True,True,True,True
doi__10.1128_msystems.00047-20,,accepted_with_cautions,True,True,True,,56,62,4,True,True,True,True
doi__10.1128_msystems.01358-23,,accepted_with_cautions,True,True,True,,105,45,2,True,True,True,True
doi__10.1128_spectrum.01050-24,,accepted_with_cautions,True,True,True,,17,73,3,True,True,True,True
doi__10.1128_spectrum.01312-22,,accepted_with_cautions,True,True,True,,75,48,3,True,True,True,True
doi__10.1128_spectrum.01318-21,,accepted_with_cautions,True,True,True,,58,33,3,True,True,True,True
doi__10.1128_spectrum.01535-21,,accepted_with_cautions,True,True,True,,95,148,3,True,True,True,True
doi__10.1128_spectrum.01583-22,10.1128/spectrum.01583-22,accepted_with_cautions,True,True,True,,15,117,5,True,True,True,True
doi__10.1128_spectrum.01584-21,,accepted_with_cautions,True,True,True,,450,207,3,True,True,True,True
doi__10.1128_spectrum.01664-21,,accepted_with_cautions,True,True,True,,426,544,3,True,True,True,True
doi__10.1128_spectrum.01827-23,,accepted_with_cautions,True,True,True,,106,60,4,True,True,True,True
doi__10.1128_spectrum.02013-21,,needs_targeted_rework,False,True,False,needs_targeted_rework,94,48,3,True,True,True,True
doi__10.1128_spectrum.02306-23,,accepted_with_cautions,True,True,True,,14,40,3,True,True,True,True
doi__10.1128_spectrum.02515-21,,accepted_with_cautions,True,True,True,,165,105,4,True,True,True,True
doi__10.1128_spectrum.02523-24,,accepted_with_cautions,True,True,True,,127,126,4,True,True,True,True
doi__10.1128_spectrum.03089-22,,accepted_with_cautions,True,True,True,,23,26,3,True,True,True,True
doi__10.1128_spectrum.03206-22,,accepted_with_cautions,True,True,True,,61,32,4,True,True,True,True
doi__10.1128_spectrum.03339-23,10.1128/spectrum.03339-23,accepted_with_cautions,True,True,True,,66,40,2,True,True,True,True
doi__10.1128_spectrum.03853-22,,accepted_with_cautions,True,True,True,,12,444,3,True,True,True,True
doi__10.1128_spectrum.05210-22,,accepted_with_cautions,True,True,True,,11,14,3,True,True,True,True
doi__10.1128_spectrum.05319-22,,accepted_with_cautions,True,True,True,,79,37,3,True,True,True,True
doi__10.1136_jitc-2021-004129,10.1136/jitc-2021-004129,accepted_with_cautions,True,True,True,,1,5,3,True,True,True,True
doi__10.1155_2009_136284,,accepted_with_cautions,True,True,True,,42,10,1,True,True,True,True
doi__10.1155_2012_349427,10.1155/2012/349427,accepted_with_cautions,True,True,True,,34,9,3,True,True,True,True
doi__10.1155_2012_738503,,accepted_with_cautions,True,True,True,,12,13,2,True,True,True,True
doi__10.1155_2012_764834,10.1155/2012/764834,accepted_with_cautions,True,True,True,,413,63,1,True,True,True,True
doi__10.1155_2013_251398,,accepted_with_cautions,True,True,True,,27,12,4,True,True,True,True
doi__10.1155_2013_939804,,accepted_with_cautions,True,True,True,,12,12,4,True,True,True,True
doi__10.1155_2013_986273,,accepted_with_cautions,True,True,True,,5,81,3,True,True,True,True
doi__10.1155_2014_156060,,accepted_with_cautions,True,True,True,,39,24,1,True,True,True,True
doi__10.1155_2014_158546,,accepted_with_cautions,True,True,True,,10,6,3,True,True,True,True
